"id","sessionId","questionId","questionText","questionType","response","createdAt","piiCategoriesDetected","data"
"18c18e12-2c28-49bd-8b49-43d53fd01bf9","472ab492-e347-452a-bb26-5adcad1d6df6","6","I felt comfortable interacting with the chatbot.","likert","Agree","2026-03-30T12:48:50.866Z",,
"02d9b2f1-dc98-40a6-93ae-2ed7cef1dfa0","472ab492-e347-452a-bb26-5adcad1d6df6","7","It was clear to me how my inputs might be stored or used by the system. ","likert","Neutral","2026-03-30T12:48:50.866Z",,
"19ce37ae-f5c7-4ba9-b4c7-8cf2300641da","472ab492-e347-452a-bb26-5adcad1d6df6","3","I was aware that information entered into the chatbot could pose a privacy risk.","likert","Strongly Agree","2026-03-30T12:48:50.865Z",,
"2e60c68d-32b2-4311-9b43-0b79c9252e48","472ab492-e347-452a-bb26-5adcad1d6df6","13","The interaction made me more aware of how personal details can be included in prompts.","likert","Agree","2026-03-30T12:48:50.866Z",,
"f9968f4a-4f86-4e1c-8265-efa4eea8956e","472ab492-e347-452a-bb26-5adcad1d6df6","5","The chatbot felt conversational and informal.","likert","Agree","2026-03-30T12:48:50.866Z",,
"4b7eddc9-fda6-490a-a054-327f134bc01d","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","1","How often do you use conversational AI systems?","multiple_choice","Occasionally","2026-03-30T18:51:24.977Z",,
"3d632621-2e08-48e3-95c5-833332e7e56a","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","10","I felt in control of what information I shared.","likert","Agree","2026-03-30T18:51:24.978Z",,
"cee1ad80-3965-4c92-a996-fc3024263755","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","11","What influenced how much detail you included? (Select all that apply)","multiple_choice","[""Trust in the system""]","2026-03-30T18:51:24.978Z",,
"2e58db03-5660-4d45-9233-96a51e8e0f2d","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","12","Did the chatbot encourage you to share more detailed information?","likert","Agree","2026-03-30T18:51:24.978Z",,
"1758aa33-707c-4518-b047-55740f60c847","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","13","The interaction made me more aware of how personal details can be included in prompts.","likert","Agree","2026-03-30T18:51:24.978Z",,
"ecd2ff40-3f1b-427e-a79e-8aa568015159","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","14","In real-world use, I would be cautious about sharing personal information.","likert","Strongly Agree","2026-03-30T18:51:24.978Z",,
"65f21ae4-b6d5-4497-9d1c-5d400389b50f","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","15","Thoughts or concerns about privacy.","text","","2026-03-30T18:51:24.978Z",,
"f045493d-e71c-4ca4-8e43-880a837f9564","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","2","What do you primarily use chatbots for? (Select all that apply)","multiple_choice","[""Learning or studying""]","2026-03-30T18:51:24.977Z",,
"35fbcaf2-c765-4c86-857b-91c69078b8d1","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","9","I found myself including more detail than necessary.","likert","Disagree","2026-03-30T18:51:24.978Z",,
"81c83269-6cef-4060-9b97-8656122a10ce","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","8","How closely did your prompts resemble realistic personal scenarios?","multiple_choice","Slightly","2026-03-30T18:51:24.978Z",,
"27b8040d-13f5-417d-8da2-511d297403e9","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","4","I felt confident that the chatbot would handle user-provided information securely.","likert","Neutral","2026-03-30T18:51:24.977Z",,
"ee757667-d275-43d8-9c64-fada840a7761","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","3","I was aware that information entered into the chatbot could pose a privacy risk.","likert","Agree","2026-03-30T18:51:24.977Z",,
"5392591b-acc0-494f-bd4a-66c39ef51621","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","6","I felt comfortable interacting with the chatbot.","likert","Disagree","2026-03-30T18:51:24.977Z",,
"778d07ce-7e8c-42bd-9ab1-e677d3852a18","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","7","It was clear to me how my inputs might be stored or used by the system. ","likert","Neutral","2026-03-30T18:51:24.978Z",,
"ef7e2a81-aaa5-4489-b168-4caf037ddff1","135fc7ed-ca64-4f8d-8f43-eb53b1791e7d","5","The chatbot felt conversational and informal.","likert","Disagree","2026-03-30T18:51:24.977Z",,
"ad4d1459-603e-46cd-b2c8-abf17ade3075","d1158884-414a-4652-9068-80372c6d2dc2","1","How often do you use conversational AI systems?","multiple_choice","Occasionally","2026-03-30T18:58:35.232Z",,
"e4f793b2-42d1-4869-8221-6c9c6e828bb1","d1158884-414a-4652-9068-80372c6d2dc2","10","I felt in control of what information I shared.","likert","Agree","2026-03-30T18:58:35.235Z",,
"22d9b58d-8709-40e6-b5a6-b860b14f8003","d1158884-414a-4652-9068-80372c6d2dc2","11","What influenced how much detail you included? (Select all that apply)","multiple_choice","[""Wanting more accurate responses"",""Task instructions"",""Chatbot's tone""]","2026-03-30T18:58:35.235Z",,
"0031f7aa-72a5-4c7c-96d0-b5bdb5208284","d1158884-414a-4652-9068-80372c6d2dc2","12","Did the chatbot encourage you to share more detailed information?","likert","Disagree","2026-03-30T18:58:35.235Z",,
"378c506c-c441-4045-8bda-0e36b7b1f144","d1158884-414a-4652-9068-80372c6d2dc2","13","The interaction made me more aware of how personal details can be included in prompts.","likert","Agree","2026-03-30T18:58:35.235Z",,
"80355fdf-23c9-4bef-9ced-d6ea188d4bb9","d1158884-414a-4652-9068-80372c6d2dc2","3","I was aware that information entered into the chatbot could pose a privacy risk.","likert","Strongly Agree","2026-03-30T18:58:35.232Z",,
"1370f078-84a4-4f83-9e5f-d8fe9ffbced4","d1158884-414a-4652-9068-80372c6d2dc2","14","In real-world use, I would be cautious about sharing personal information.","likert","Strongly Agree","2026-03-30T18:58:35.235Z",,
"7cf3416a-ff08-4c47-afc9-b4ea5e55164b","d1158884-414a-4652-9068-80372c6d2dc2","15","Thoughts or concerns about privacy.","text","","2026-03-30T18:58:35.235Z",,
"d69c0e39-86aa-46c4-877c-1b8c79c73856","d1158884-414a-4652-9068-80372c6d2dc2","6","I felt comfortable interacting with the chatbot.","likert","Neutral","2026-03-30T18:58:35.233Z",,
"9db72e61-aafc-4e71-825c-3c7c4bd3dc41","d1158884-414a-4652-9068-80372c6d2dc2","2","What do you primarily use chatbots for? (Select all that apply)","multiple_choice","[""Writing or editing text"",""Learning or studying""]","2026-03-30T18:58:35.232Z",,
"ada7ad5f-7666-4a17-bac9-e1d139454582","d1158884-414a-4652-9068-80372c6d2dc2","8","How closely did your prompts resemble realistic personal scenarios?","multiple_choice","Very closely","2026-03-30T18:58:35.234Z",,
"c8742c82-5030-4f39-9d39-f37149e9d736","d1158884-414a-4652-9068-80372c6d2dc2","9","I found myself including more detail than necessary.","likert","Neutral","2026-03-30T18:58:35.234Z",,
"483a7a49-0f94-45a7-a68c-b17804dea987","d1158884-414a-4652-9068-80372c6d2dc2","7","It was clear to me how my inputs might be stored or used by the system. ","likert","Disagree","2026-03-30T18:58:35.234Z",,
"6a407ac1-0eb9-4961-a99c-23b7aea96dda","d1158884-414a-4652-9068-80372c6d2dc2","4","I felt confident that the chatbot would handle user-provided information securely.","likert","Neutral","2026-03-30T18:58:35.233Z",,
"bebc0660-2f54-4a28-9029-9392753aafe6","d1158884-414a-4652-9068-80372c6d2dc2","5","The chatbot felt conversational and informal.","likert","Disagree","2026-03-30T18:58:35.233Z",,
"eb1e1e03-38e1-4f25-814e-05b639b2c71b","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","1","How often do you use conversational AI systems?","multiple_choice","Never","2026-03-30T19:20:20.520Z",,
"dc8b4a5d-e5a5-4f81-a503-0c0c5418d956","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","10","I felt in control of what information I shared.","likert","Neutral","2026-03-30T19:20:20.525Z",,
"4189a876-346f-4755-92fa-ad06f26ef2e9","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","11","What influenced how much detail you included? (Select all that apply)","multiple_choice","[""Time pressure"",""Task instructions"",""Chatbot's tone""]","2026-03-30T19:20:20.525Z",,
"bda796c0-4a38-44dd-8961-04d3071fea14","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","12","Did the chatbot encourage you to share more detailed information?","likert","Strongly Agree","2026-03-30T19:20:20.525Z",,
"60f39f2b-3804-4b0f-bd24-710414692f2a","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","13","The interaction made me more aware of how personal details can be included in prompts.","likert","Agree","2026-03-30T19:20:20.525Z",,
"0b33acdb-104e-49e2-9b46-9195f496f5c3","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","14","In real-world use, I would be cautious about sharing personal information.","likert","Strongly Agree","2026-03-30T19:20:20.525Z",,
"d0a7250a-be14-48cf-b6ff-aa9763dac6bf","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","15","Thoughts or concerns about privacy.","text","","2026-03-30T19:20:20.525Z",,
"721028b1-62e5-4e11-abd5-133fb4b6fede","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","3","I was aware that information entered into the chatbot could pose a privacy risk.","likert","Strongly Agree","2026-03-30T19:20:20.520Z",,
"4c9f13c4-faf8-4f0b-abc5-e85c754f38a9","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","7","It was clear to me how my inputs might be stored or used by the system. ","likert","Neutral","2026-03-30T19:20:20.522Z",,
"c2db1355-fce3-42db-965f-99304d971574","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","9","I found myself including more detail than necessary.","likert","Disagree","2026-03-30T19:20:20.524Z",,
"8f667131-e4ab-403d-9eda-9935d38c5395","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","2","What do you primarily use chatbots for? (Select all that apply)","multiple_choice","[""Other: I don’t use them""]","2026-03-30T19:20:20.520Z",,
"09ff3579-4538-4143-97ee-6d1136436477","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","5","The chatbot felt conversational and informal.","likert","Agree","2026-03-30T19:20:20.521Z",,
"cb2965fa-7d42-443f-babb-e393ebdb5566","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","6","I felt comfortable interacting with the chatbot.","likert","Disagree","2026-03-30T19:20:20.522Z",,
"d506e279-b80d-4273-adab-8e03e9159311","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","8","How closely did your prompts resemble realistic personal scenarios?","multiple_choice","Slightly","2026-03-30T19:20:20.523Z",,
"8b2b54c8-5082-475e-bb5e-dc74b32be619","0edd34bf-ea11-4c14-a75f-e7b1ddf61225","4","I felt confident that the chatbot would handle user-provided information securely.","likert","Strongly Disagree","2026-03-30T19:20:20.521Z",,
"02b28e83-6ce5-4c94-9f40-ad21cca2cb3f","1e881145-dc53-49b8-94f2-01ecaf892d0b","1","How often do you use conversational AI systems?","multiple_choice","Occasionally","2026-03-30T19:24:17.896Z",,
"7dda80b0-4a7f-4229-b619-19cc62d396ac","1e881145-dc53-49b8-94f2-01ecaf892d0b","4","I felt confident that the chatbot would handle user-provided information securely.","likert","Disagree","2026-03-30T19:24:17.896Z",,
"00ac6f69-e84a-4c9b-9998-f64c69ba4b71","1e881145-dc53-49b8-94f2-01ecaf892d0b","5","The chatbot felt conversational and informal.","likert","Disagree","2026-03-30T19:24:17.896Z",,
"90028ee9-a166-4cfb-acba-06c4ea4f6bd9","1e881145-dc53-49b8-94f2-01ecaf892d0b","6","I felt comfortable interacting with the chatbot.","likert","Disagree","2026-03-30T19:24:17.896Z",,
"80ad3ffb-808b-413f-882f-45c5c7eee7a7","1e881145-dc53-49b8-94f2-01ecaf892d0b","3","I was aware that information entered into the chatbot could pose a privacy risk.","likert","Strongly Agree","2026-03-30T19:24:17.896Z",,
"8dff30e4-fa13-4ee3-87c2-922b7564ff05","1e881145-dc53-49b8-94f2-01ecaf892d0b","2","What do you primarily use chatbots for? (Select all that apply)","multiple_choice","[""Learning or studying""]","2026-03-30T19:24:17.896Z",,
"1bd5e272-0891-416e-a1e6-d6370e15689d","1e881145-dc53-49b8-94f2-01ecaf892d0b","7","It was clear to me how my inputs might be stored or used by the system. ","likert","Strongly Disagree","2026-03-30T19:24:17.896Z",,
"8d367ebc-bc84-4bfe-b843-6135679959f6","1e881145-dc53-49b8-94f2-01ecaf892d0b","8","How closely did your prompts resemble realistic personal scenarios?","multiple_choice","Slightly","2026-03-30T19:24:17.896Z",,
"e1ca1e40-77ed-4448-954c-40bda374f637","1e881145-dc53-49b8-94f2-01ecaf892d0b","10","I felt in control of what information I shared.","likert","Disagree","2026-03-30T19:24:17.897Z",,
"7161b475-b6b3-4b19-b6c9-78929db08892","1e881145-dc53-49b8-94f2-01ecaf892d0b","13","The interaction made me more aware of how personal details can be included in prompts.","likert","Disagree","2026-03-30T19:24:17.897Z",,
"a598af9c-83aa-436a-ab71-598c515a54b6","1e881145-dc53-49b8-94f2-01ecaf892d0b","12","Did the chatbot encourage you to share more detailed information?","likert","Disagree","2026-03-30T19:24:17.897Z",,
"60b28b5a-bb4f-434c-954a-7e4efd0212cd","1e881145-dc53-49b8-94f2-01ecaf892d0b","14","In real-world use, I would be cautious about sharing personal information.","likert","Agree","2026-03-30T19:24:17.897Z",,
"4cff50bc-122d-4385-a941-d864b45d5669","1e881145-dc53-49b8-94f2-01ecaf892d0b","11","What influenced how much detail you included? (Select all that apply)","multiple_choice","[""Wanting more accurate responses"",""Task instructions""]","2026-03-30T19:24:17.897Z",,
"149579af-62ff-4cc1-9b1f-320234d1a558","1e881145-dc53-49b8-94f2-01ecaf892d0b","15","Thoughts or concerns about privacy.","text","","2026-03-30T19:24:17.897Z",,
"831f1bd3-2650-484c-8644-d4940b72c3f8","1e881145-dc53-49b8-94f2-01ecaf892d0b","9","I found myself including more detail than necessary.","likert","Strongly Agree","2026-03-30T19:24:17.897Z",,
